codigo,name,numero_ingredientes,allergies_risk,cancer_risk,development_risk,endocryne_risk,env_risk,prohibited_risk,score,Descripcion,presentacion,Rubro,Observaciones,Numero_Ingredientes,Cancer.Risk,Development.Risk,Allergies.Risk,Endocryne.Risk,Prohibited.Risk,Env.Risk,Total.Risk,HPC.score,norm.Cancer.Risk,norm.Development.Risk,norm.Allergies.Risk,norm.Endocryne.Risk,norm.Prohibited.Risk,norm.Env.Risk,norm.Total.Risk,norm.HPC.score,X,diferencia
7791293037660,Lux Jabón Lí­quido Rosas Francesas,31,13.051723,0.7620689,3.1034484,1.4137931,9.068965,12.275863,1.0,Lux Jabón Lí­quido Rosas Francesas,220 ml,Cuidado Personal;Cuidado Corporal;Jabones,Sin parabenos,31.0,7.12903225806452,2.90322580645161,13.1774193548387,1.32258064516129,11.4838709677419,8.48387096774194,38.0838709677419,38.0838709677419,3.32786775532057,3.88202764976958,4.13339963677246,2.13886088709677,6.70899830220711,4.41815832296353,6.12230407148365,3.87769592851635,N not found: 0; are (); Not Data: Cancer.Risk:BENZOPHENONE-4;ROSA GALLICA FLOWER EXTRACT;JASMINUM OFFICINALE FLOWER EXTRACT;NELUMBIUM SPECIOSUM FLOWER OIL;HYDROLYZED SILK;CYMBOPOGON MARTINI OIL;BENZYL SALICYLATE*|*Development.Risk:ROSA GALLICA FLOWER EXTRACT;JASMINUM OFFICINALE FLOWER EXTRACT;NELUMBIUM SPECIOSUM FLOWER OIL;HYDROLYZED SILK;CYMBOPOGON MARTINI OIL;BENZYL SALICYLATE*|*Allergies.Risk:ROSA GALLICA FLOWER EXTRACT;JASMINUM OFFICINALE FLOWER EXTRACT;NELUMBIUM SPECIOSUM FLOWER OIL;HYDROLYZED SILK;CYMBOPOGON MARTINI OIL*|*Endocryne.Risk:BENZOPHENONE-4;ROSA GALLICA FLOWER EXTRACT;JASMINUM OFFICINALE FLOWER EXTRACT;NELUMBIUM SPECIOSUM FLOWER OIL;HYDROLYZED SILK;CYMBOPOGON MARTINI OIL;BENZYL SALICYLATE*|*Prohibited.Risk:BENZOPHENONE-4;ROSA GALLICA FLOWER EXTRACT;JASMINUM OFFICINALE FLOWER EXTRACT;NELUMBIUM SPECIOSUM FLOWER OIL;HYDROLYZED SILK;CYMBOPOGON MARTINI OIL;BENZYL SALICYLATE*|*Env.Risk:BENZOPHENONE-4;ROSA GALLICA FLOWER EXTRACT;JASMINUM OFFICINALE FLOWER EXTRACT;NELUMBIUM SPECIOSUM FLOWER OIL;HYDROLYZED SILK;CYMBOPOGON MARTINI OIL;BENZYL SALICYLATE,-2.87769592851635
7791293037684,Lux Jabón Lí­quido Orquí­dea Negra,29,14.203703,0.91851854,3.3333335,1.8148148,6.740741,9.481482,1.7220869,Lux Jabón Lí­quido Orquí­dea Negra,220 ml,Cuidado Personal;Cuidado Corporal;Jabones,Sin parabenos,29.0,8.55172413793103,3.10344827586207,14.1896551724138,1.68965517241379,8.82758620689655,6.27586206896552,34.9413793103448,34.9413793103448,3.99198740878523,4.14975369458128,4.45091060367939,2.73248922413792,5.15716878402904,3.26829018725059,5.61712198311396,4.38287801688604,N not found: 0; are (); Not Data: Cancer.Risk:BENZOPHENONE-4;ROSA GALLICA FLOWER EXTRACT;JASMINUM OFFICINALE FLOWER EXTRACT;NELUMBIUM SPECIOSUM FLOWER OIL;HYDROLYZED SILK;CYMBOPOGON MARTINI OIL*|*Development.Risk:ROSA GALLICA FLOWER EXTRACT;JASMINUM OFFICINALE FLOWER EXTRACT;NELUMBIUM SPECIOSUM FLOWER OIL;HYDROLYZED SILK;CYMBOPOGON MARTINI OIL*|*Allergies.Risk:ROSA GALLICA FLOWER EXTRACT;JASMINUM OFFICINALE FLOWER EXTRACT;NELUMBIUM SPECIOSUM FLOWER OIL;HYDROLYZED SILK;CYMBOPOGON MARTINI OIL*|*Endocryne.Risk:BENZOPHENONE-4;ROSA GALLICA FLOWER EXTRACT;JASMINUM OFFICINALE FLOWER EXTRACT;NELUMBIUM SPECIOSUM FLOWER OIL;HYDROLYZED SILK;CYMBOPOGON MARTINI OIL*|*Prohibited.Risk:BENZOPHENONE-4;ROSA GALLICA FLOWER EXTRACT;JASMINUM OFFICINALE FLOWER EXTRACT;NELUMBIUM SPECIOSUM FLOWER OIL;HYDROLYZED SILK;CYMBOPOGON MARTINI OIL*|*Env.Risk:BENZOPHENONE-4;ROSA GALLICA FLOWER EXTRACT;JASMINUM OFFICINALE FLOWER EXTRACT;NELUMBIUM SPECIOSUM FLOWER OIL;HYDROLYZED SILK;CYMBOPOGON MARTINI OIL,-2.66079111688604
750043501232,ACOND PANTENE HIDRATACION MAX,14,10.458334,0.21666668,0.0,0.0,9.0,5.416667,3.7262535,ACOND PANTENE HIDRATACION MAX,200 ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,,14.0,1.85714285714286,0.0,9.89285714285714,0.0,4.64285714285714,7.71428571428571,22.4357142857143,22.4357142857143,0.866923532898638,0.0,3.10312140942168,0.0,2.71240601503759,4.01738024586689,3.6067306559887,6.3932693440112995,N not found: 0; are (); Not Data: Cancer.Risk:benzyl alcohol*|*Development.Risk:benzyl alcohol*|*Allergies.Risk:*|*Endocryne.Risk:benzyl alcohol*|*Prohibited.Risk:*|*Env.Risk:benzyl alcohol,-2.6670158440112997
750043502287,Shampoo Pantene Pro-V Hidratacion Extrema,21,12.263157,0.3894737,1.1578947,0.36842105,7.368421,8.421053,4.2335253,Shampoo Pantene Pro-V Hidratacion Extrema,300 ml,Cuidado Personal;Cuidado del Cabello;Shampoo,,21.0,3.52380952380952,1.04761904761905,13.0,0.333333333333333,7.61904761904762,8.57142857142857,30.9238095238095,30.9238095238095,1.64493183165382,1.40081632653062,4.07774798927614,0.539062499999999,4.45112781954887,4.46375582874099,4.9712636909669,5.0287363090331,N not found: 0; are (); Not Data: ,-0.7952110090330997
7506195131664,Oral B Crema Dental Complete 4en1,16,4.923077,0.12307693,0.0,0.0,3.0769231,3.2307694,4.751848,Oral B Crema Dental Complete 4en1,140 gr,Cuidado Personal;Cuidado Oral;Crema Dental,,16.0,1.25,0.0,4.5625,0.0,2.9375,2.8125,10.4375,10.4375,0.58350622406639,0.0,1.4311327077748,0.0,1.71611842105263,1.46466988130564,1.6779163231657,8.3220836768343,N not found: 1; are (Blue Pigment 15 (CI 74160)); Not Data: Cancer.Risk:Disodium Pyrophosphate*|*Development.Risk:Disodium Pyrophosphate*|*Allergies.Risk:Disodium Pyrophosphate*|*Endocryne.Risk:Disodium Pyrophosphate*|*Prohibited.Risk:Disodium Pyrophosphate*|*Env.Risk:Disodium Pyrophosphate,-3.5702356768343
7793100111877,Colgate Crema Dental Colgate Triple Acción Menta Original,18,6.4,0.0,0.0,0.0,2.2666667,4.6000004,3.8676748,Colgate Crema Dental Colgate Triple Acción Menta Original,90 gr,Cuidado Personal;Cuidado Oral;Crema Dental,11% Sodium Monofluorophosphate (1450 ppm fluorine),18.0,0.0,0.0,5.77777777777778,0.0,5.5,2.0,13.2777777777778,13.2777777777778,0.0,0.0,1.81233243967828,0.0,3.21315789473684,1.04154302670623,2.13451497664194,7.86548502335806,N not found: 0; are (); Not Data: Cancer.Risk:Benzyl Alcohol;CI 74260*|*Development.Risk:Benzyl Alcohol;CI 74260*|*Allergies.Risk:*|*Endocryne.Risk:Benzyl Alcohol;CI 74260*|*Prohibited.Risk:CI 74260*|*Env.Risk:Benzyl Alcohol;CI 74260,-3.99781022335806
7790010616751,Carefree Protectores Diarios Todos los Dias,6,0.0,0.0,0.0,0.0,3.0,3.0,7.4484534,Carefree Protectores Diarios Todos los Dias,,Cuidado Personal;Protección Femenina;Protectores Diarios,Contiene microplásticos,6.0,0.0,0.0,1.0,0.0,2.0,2.0,5.0,5.0,0.0,0.0,0.313672922252011,0.0,1.16842105263158,1.04154302670623,0.803792250618302,9.196207749381697,N not found: 4; are (Thermoplastic Adhesives;Polypropylene Fibers with Cotton Extract;Silicone Tape;Neutralizing Component); Not Data: ,-1.7477543493816974
7790010570602,Johnson's Baby Shampoo Protección UV,17,4.9666667,0.16000001,0.73333335,0.8,3.266667,9.266665,4.7080617,Johnson's Baby Shampoo Protección UV,200 ml,Cuidado del Bebé;Para el Baño,,17.0,1.41176470588235,0.647058823529412,7.20588235294118,0.705882352941176,10.6470588235294,3.82352941176471,23.1705882352941,23.1705882352941,0.659018794239686,0.865210084033614,2.26029017505125,1.14154411764706,6.22012383900928,1.99118519811485,3.7248678531594,6.275132146840599,N not found: 0; are (); Not Data: ,-1.5670704468405994
7896015519223,Sensodyne blanqueador extra fresh,16,3.3846154,0.18461539,0.0,0.0,0.30769232,2.3076925,7.1412506,Sensodyne blanqueador extra fresh,50 gr,Cuidado Personal;Cuidado Oral;Crema Dental,Sodium Fluoride (contiene 1384 ppm de ion flúor). Potassium nitrate 5 %,16.0,1.75,0.0,5.25,0.0,4.25,0.3125,9.9875,9.9875,0.816908713692946,0.0,1.64678284182306,0.0,2.48289473684211,0.162741097922849,1.60557502061006,8.39442497938994,N not found: 1; are (contiene fluoruro de sodio); Not Data: Cancer.Risk:PEG-2*|*Development.Risk:PEG-2*|*Allergies.Risk:PEG-2*|*Endocryne.Risk:PEG-2*|*Prohibited.Risk:PEG-2*|*Env.Risk:PEG-2,-1.2531743793899404
7891150044555,BABY DOVE SHAMPOO CABELLOS RIZADOS CON ACEITE DE COCO,13,4.625,0.3625,0.625,0.625,6.0,6.25,4.902672,BABY DOVE SHAMPOO CABELLOS RIZADOS CON ACEITE DE COCO,200 ml,Cuidado del Bebé;Para el Baño,,13.0,2.76923076923077,0.461538461538462,6.38461538461538,0.461538461538462,6.69230769230769,5.53846153846154,19.8153846153846,19.8153846153846,1.29269071177785,0.617142857142858,2.00268096514745,0.746394230769231,3.90971659919028,2.88427299703264,3.18549051937345,6.814509480626549,N not found: 2; are (tallowate;sodium plamkernelate); Not Data: Cancer.Risk:polyacrylate-33*|*Development.Risk:sodium glycinate;polyacrylate-33*|*Allergies.Risk:sodium glycinate;polyacrylate-33*|*Endocryne.Risk:sodium glycinate;polyacrylate-33*|*Prohibited.Risk:sodium glycinate*|*Env.Risk:,-1.9118374806265495
7891150036390,baby dove acondicionador humectacion enriquecida,13,4.0,0.0,0.0,0.0,3.0,3.6363637,7.0673676,baby dove acondicionador humectacion enriquecida,200 ml,Cuidado del Bebé;Para el Baño,,13.0,0.0,0.0,3.38461538461538,0.0,3.07692307692308,3.46153846153846,9.92307692307692,9.92307692307692,0.0,0.0,1.06166219839142,0.0,1.79757085020243,1.8026706231454,1.59521846661171,8.40478153338829,N not found: 0; are (); Not Data: Cancer.Risk:stearamidopropyl dimethylamine*|*Development.Risk:stearamidopropyl dimethylamine*|*Allergies.Risk:stearamidopropyl dimethylamine*|*Endocryne.Risk:stearamidopropyl dimethylamine*|*Prohibited.Risk:stearamidopropyl dimethylamine*|*Env.Risk:stearamidopropyl dimethylamine,-1.33741393338829
7790010684224,Johnson´s baby colonia fresca caricia,14,19.833334,0.15,0.6666667,0.16666667,3.9166667,9.166667,1.0,Johnson´s baby colonia fresca caricia,100 ml,Cuidado del Bebé;Para Antes o Después del Baño,,14.0,1.28571428571429,0.571428571428571,17.9285714285714,0.142857142857143,8.78571428571428,3.35714285714286,30.9142857142857,30.9142857142857,0.600177830468289,0.764081632653061,5.6237073918039,0.231026785714286,5.13270676691729,1.74830436625689,4.96973265810858,5.03026734189142,N not found: 0; are (); Not Data: Cancer.Risk:Benzyl Alcohol;Benzyl Salicylate*|*Development.Risk:Benzyl Alcohol;Benzyl Salicylate*|*Allergies.Risk:*|*Endocryne.Risk:Benzyl Alcohol;Benzyl Salicylate*|*Prohibited.Risk:Benzyl Salicylate*|*Env.Risk:Benzyl Alcohol;Benzyl Salicylate,-4.03026734189142
7898422746759,JABON DE TOCADOR DOVE CREMOSO,23,13.571428,0.22857144,0.8095238,0.3809524,7.2857146,6.142857,3.553475,JABON DE TOCADOR DOVE CREMOSO,90 gr,Cuidado Personal;Cuidado Corporal;Jabones,,23.0,2.08695652173913,0.739130434782609,12.3913043478261,0.347826086956522,5.60869565217391,6.65217391304348,25.9478260869565,25.9478260869565,0.974201695832581,0.98832298136646,3.88681664529666,0.5625,3.2766590389016,3.46426267578377,4.17133230581741,5.82866769418259,N not found: 0; are (); Not Data: Cancer.Risk:etidronic acid;alpha-isometyl ionone*|*Development.Risk:etidronic acid;alpha-isometyl ionone*|*Allergies.Risk:*|*Endocryne.Risk:etidronic acid;alpha-isometyl ionone*|*Prohibited.Risk:etidronic acid*|*Env.Risk:etidronic acid;alpha-isometyl ionone,-2.2751926941825897
7891150064980,JABON DE TOCADOR DOVE NUTRITIVE SECRETS,27,13.75,0.39166665,1.875,0.9166666,8.791667,5.8750005,2.831914,JABON DE TOCADOR DOVE NUTRITIVE SECRETS,90 gr,Cuidado Personal;Cuidado Corporal;Jabones,,27.0,3.88888888888889,1.88888888888889,13.0185185185185,0.925925925925926,5.62962962962963,8.25925925925926,30.1111111111111,30.1111111111111,1.81535269709544,2.52571428571429,4.08355674709561,1.49739583333333,3.28888888888889,4.30118694362017,4.84061555372355,5.15938444627645,N not found: 0; are (); Not Data: Cancer.Risk:tetrasodium etidronate;camellia sinensis leaf extract;prunus serrulata flower extract;benzyl salicylate*|*Development.Risk:tetrasodium etidronate;camellia sinensis leaf extract;prunus serrulata flower extract;benzyl salicylate*|*Allergies.Risk:tetrasodium etidronate;camellia sinensis leaf extract;prunus serrulata flower extract*|*Endocryne.Risk:tetrasodium etidronate;camellia sinensis leaf extract;prunus serrulata flower extract;benzyl salicylate*|*Prohibited.Risk:tetrasodium etidronate;camellia sinensis leaf extract;prunus serrulata flower extract;benzyl salicylate*|*Env.Risk:tetrasodium etidronate;camellia sinensis leaf extract;prunus serrulata flower extract;benzyl salicylate,-2.32747044627645
7509552800098,AGUA MICELAR BIFASICA L´OREAL PARIS,10,1.25,0.0,2.5,0.0,4.25,2.375,7.9271755,AGUA MICELAR BIFASICA L´OREAL PARIS,200 ml,Cuidado Personal;Cuidado Corporal;Cremas Corporales,Se aclara que hay test clinico Probado en piel sensible bajo control dermatologico y oftalmologico,10.0,1.8,2.0,1.0,1.8,1.9,5.2,12.08,12.08,0.840248962655602,2.67428571428571,0.313672922252011,2.9109375,1.11,2.7080118694362,1.94196207749382,8.05803792250618,N not found: 0; are (); Not Data: ,-0.13086242250618074
7791293036168,TALCO REXONA EFFICIENT P/PIES,10,8.4375,0.0,1.0,0.0,3.125,6.625,4.3720675,TALCO REXONA EFFICIENT P/PIES,200 gr,Cuidado Personal;Cuidado Corporal;Manos y Pies,Testeo in vitro realizado con M luteus y S aureus Producto cosmetico sin accion terapeutica ENVASE: Plastico 7,10.0,3.0,0.8,6.75,0.0,6.5,2.5,16.85,16.85,1.40041493775934,1.06971428571429,2.11729222520107,0.0,3.79736842105263,1.30192878338279,2.70877988458368,7.29122011541632,N not found: 0; are (); Not Data: Cancer.Risk:BENZALKONIUM CHLORIDE;BENZYL SALICYLATE*|*Development.Risk:BENZALKONIUM CHLORIDE;BENZYL SALICYLATE*|*Allergies.Risk:BENZALKONIUM CHLORIDE*|*Endocryne.Risk:BENZALKONIUM CHLORIDE;BENZYL SALICYLATE*|*Prohibited.Risk:BENZYL SALICYLATE*|*Env.Risk:ZEA MAYS STARCH;BENZALKONIUM CHLORIDE;BENZYL SALICYLATE,-2.91915261541632
7899846091944,Ekos Pitanga Natura Pulpa hidratante para manos,27,10.78,0.504,0.56,1.28,9.88,7.6800003,1.0,Ekos Pitanga Natura Pulpa hidratante para manos,75 gr,Cuidado Personal;Cuidado Corporal;Manos y Pies,ENVASE: 20% del empaque realizado en material reciclado post-consumo 70% del producto con ingredientes de origen vegetal,27.0,4.66666666666667,0.518518518518518,9.98148148148148,1.18518518518519,7.11111111111111,9.14814814814815,28.4111111111111,28.4111111111111,2.17842323651452,0.693333333333333,3.13092046470062,1.91666666666667,4.15438596491228,4.76409495548961,4.56732618851333,5.43267381148667,N not found: 0; are (); Not Data: Cancer.Risk:BENZYL SALICYLATE;CITRAL*|*Development.Risk:PROPYLHEPTYL CAPRYLATE;BENZYL SALICYLATE;CITRAL*|*Allergies.Risk:*|*Endocryne.Risk:PROPYLHEPTYL CAPRYLATE;BENZYL SALICYLATE;CITRAL*|*Prohibited.Risk:PROPYLHEPTYL CAPRYLATE;BENZYL SALICYLATE;CITRAL*|*Env.Risk:BENZYL SALICYLATE;CITRAL,-4.43267381148667
77942333,ANTITRANSPIRANTE DOVE GO FRESH,14,9.25,0.15,0.0,0.0,5.1,5.1,4.1268516,ANTITRANSPIRANTE DOVE GO FRESH,50 ml,Cuidado Personal;Cuidado Corporal;Desodorante de Hombre,No contiene alcohol etilico,14.0,4.78571428571429,0.0,6.60714285714286,0.0,5.5,5.5,18.0857142857143,18.0857142857143,2.23399525785418,0.0,2.0724818077365,0.0,3.21315789473684,2.86424332344213,2.90743139795077,7.09256860204923,N not found: 2; are (HELIANTHUS ANNUS SEED OIL;ALYCERIN); Not Data: Cancer.Risk:STEARETH-2*|*Development.Risk:STEARETH-2*|*Allergies.Risk:STEARETH-2*|*Endocryne.Risk:STEARETH-2*|*Prohibited.Risk:STEARETH-2*|*Env.Risk:,-2.96571700204923
